36;9;95
36;9.75;100
37;0;0
37;1;2
37;1.5;3
37;2;4
37;2.5;6
37;3;9
37;3.5;11
37;4;15
37;4.5;17
37;5;22
37;5.5;27
37;6;34
37;6.5;40
37;7;47
37;7.5;56
37;8;64
37;8.5;72
37;9;80
37;9.5;87
37;10;93
37;10.5;97
37;11;100
38;0;0
38;1;9
38;2;20
38;3;42
38;4;73
38;5;97
38;5.5;100
39;0;0
39;1;8
39;2;18
39;3;33
39;4;55
39;5;82
39;6;100
40;0;0
40;1;6
40;2;14
40;3;26
40;4;43
40;5;70
40;6.75;100
41;0;0
41;1;4
41;2;9
41;3;18
41;4;30
41;5;48
41;6;70
41;7;88
41;8;100
42;0;0
42;1;3
42;1.5;4
42;2;6
42;2.5;9
42;3;12
42;3.5;17
42;4;21
42;4.5;27
42;5;35
42;5.5;42
42;6;50
42;6.5;58
42;7;68
42;7.5;76
42;8;84
42;8.5;90
42;9;95
42;9.75;100
43;0;0
43;1;2
43;1.5;3
43;2;4
43;2.5;6
43;3;9
43;3.5;11
43;4;15
43;4.5;17
43;5;22
43;5.5;27
43;6;34
43;6.5;40
43;7;47
43;7.5;56
43;8;64
43;8.5;72
43;9;80
43;9.5;87
43;10;93
43;10.5;97
43;11;100
44;0;0
44;1;1
44;1.5;2
44;2;3
44;2.5;4
44;3;6
44;3.5;8
44;4;10
44;4.5;14
44;5;17
44;5.5;21
44;6;26
44;6.5;30
44;7;35
44;7.5;42
44;8;48
44;8.5;54
44;9;59
44;9.5;65
44;10;72
44;10.5;76
44;11;82
44;11.5;86
44;12;91
44;12.5;96
44;13;100
45;0;0
45;1;8
45;2;18
45;3;33
45;4;55
45;5;82
45;6;100
46;0;0
46;1;6
46;2;14
46;3;26
46;4;43
46;5;70
46;6.75;100
47;0;0
47;1;4
47;2;9
47;3;18
47;4;30
47;5;48
47;6;70
47;7;88
47;8;100
48;0;0
48;1;3
48;1.5;4
48;2;6
48;2.5;9
48;3;12
48;3.5;17
48;4;21
48;4.5;27
48;5;35
48;5.5;42
48;6;50
48;6.5;58
48;7;68
48;7.5;76
48;8;84
48;8.5;90
48;9;95
48;9.75;100
49;0;0
49;1;2
49;1.5;3
49;2;4
49;2.5;6
49;3;9
49;3.5;11
49;4;15
49;4.5;17
49;5;22
49;5.5;27
49;6;34
49;6.5;40
49;7;47
49;7.5;56
49;8;64
49;8.5;72
49;9;80
49;9.5;87
49;10;93
49;10.5;97
49;11;100
50;0;0
50;1;1
50;1.5;2
50;2;3
50;2.5;4
50;3;6
50;3.5;8
50;4;10
50;4.5;14
50;5;17
50;5.5;21
50;6;26
50;6.5;30
50;7;35
50;7.5;42
50;8;48
50;8.5;54
50;9;59
50;9.5;65
50;10;72
50;10.5;76
50;11;82
50;11.5;86
50;12;91
50;12.5;96
50;13;100
51;0;0
51;1;4
51;2;9
51;3;18
51;4;30
51;5;48
51;6;70
51;7;88
51;8;100
52;0;0
52;1;3
52;1.5;4
52;2;6
52;2.5;9
52;3;12
52;3.5;17
52;4;21
52;4.5;27
52;5;35
52;5.5;42
52;6;50
52;6.5;58
52;7;68
52;7.5;76
52;8;84
52;8.5;90
52;9;95
52;9.75;100
53;0;0
53;1;2
53;1.5;3
53;2;4
53;2.5;6
53;3;9
53;3.5;11
53;4;15
53;4.5;17
53;5;22
53;5.5;27
53;6;34
53;6.5;40
53;7;47
53;7.5;56
53;8;64
53;8.5;72
53;9;80
53;9.5;87
53;10;93
53;10.5;97
53;11;100
54;0;0
54;1;1
54;1.5;2
54;2;3
54;2.5;4
54;3;6
54;3.5;8
54;4;10
54;4.5;14
54;5;17
54;5.5;21
54;6;26
54;6.5;30
54;7;35
54;7.5;42
54;8;48
54;8.5;54
54;9;59
54;9.5;65
54;10;72
54;10.5;76
54;11;82
54;11.5;86
54;12;91
54;12.5;96
54;13;100
55;0;0
55;1;0
55;1.5;1
55;2;1
55;2.5;2
55;3;3
55;3.5;5
55;4;6
55;4.5;9
55;5;11
55;5.5;14
55;6;18
55;6.5;21
55;7;25
55;7.5;31
55;8;35
55;8.5;40
55;9;45
55;9.5;52
55;10;56
55;10.5;62
55;11;66
55;11.5;73
55;12;77
55;12.5;82
55;13;87
55;13.5;90
55;14;93
55;14.5;97
55;15;100
56;0;0
56;1;0
56;1.5;0
56;2;1
56;2.5;1
56;3;2
56;3.5;3
56;4;4
56;4.5;5
56;5;7
56;5.5;8
56;6;11
56;6.5;12
56;7;15
56;7.5;19
56;8;22
56;8.5;25
56;9;30
56;9.5;35
56;10;39
56;10.5;43
56;11;48
56;11.5;53
56;12;56
56;12.5;60
56;13;63
56;13.5;68
56;14;71
56;14.5;74
56;15;76
56;15.5;80
56;16;84
56;16.5;86
56;17;89
56;17.5;92
56;18;94
56;18.5;96
56;19;98
56;19.5;99
56;20;100
57;0;0
57;1;0
57;1.5;0
57;2;0
57;2.5;0
57;3;1
57;3.5;1
57;4;2
57;4.5;3
57;5;4
57;5.5;5
57;6;6
57;6.5;8
57;7;9
57;7.5;12
57;8;14
57;8.5;16
57;9;19
57;9.5;22
57;10;25
57;10.5;28
57;11;31
57;11.5;34
57;12;37
57;12.5;41
57;13;44
57;13.5;47
57;14;50
57;14.5;52
57;15;55
57;15.5;58
57;16;61
57;16.5;63
57;17;66
57;17.5;69
57;18;72
57;18.5;75
57;19;77
57;19.5;79
57;20;82
57;20.5;83
57;21;86
57;21.5;89
57;22;92
57;22.5;93
57;23;95
57;23.5;97
57;24;99
57;24.5;100
58;0;0
58;1;0
58;1.5;0
58;2;0
58;2.5;0
58;3;0
58;3.5;0
58;4;0
58;4.5;1
58;5;1
58;5.5;2
58;6;3
58;6.5;4
58;7;5
58;7.5;6
58;8;7
58;8.5;9
58;9;11
58;9.5;14
58;10;15
58;10.5;17
58;11;20
58;11.5;22
58;12;25
58;12.5;27
58;13;30
58;13.5;33
58;14;35
58;14.5;38
58;15;40
58;15.5;43
58;16;45
58;16.5;48
58;17;51
58;17.5;53
58;18;55
58;18.5;59
58;19;61
58;19.5;63
58;20;65
58;20.5;68
58;21;70
58;21.5;72
58;22;74
58;22.5;76
58;23;77
58;23.5;79
58;24;81
58;24.5;83
58;25;85
58;25.5;87
58;26;88
58;26.5;90
58;27;91
58;27.5;93
58;28;94
58;28.5;95
58;29;98
58;29.5;99
58;30;100
59;0;0
59;0.0625;24
59;0.125;40
59;0.1875;56
59;0.25;78
59;0.3125;86
59;0.375;93
59;0.4375;100
60;0;0
60;0.0625;16
60;0.125;26
60;0.1875;33
60;0.25;40
60;0.3125;48
60;0.375;60
60;0.4375;72
60;0.5;83
60;0.5625;93
60;0.625;98
60;0.65625;100
61;0;0
61;0.0625;10
61;0.125;18
61;0.1875;24
61;0.25;30
61;0.3125;35
61;0.375;40
61;0.4375;46
61;0.5;55
61;0.5625;65
61;0.625;75
61;0.6875;81
61;0.75;88
61;0.8125;92
61;0.875;97
61;0.9375;100
62;0;0
62;0.0625;7
62;0.125;11
62;0.1875;16
62;0.25;20
62;0.3125;24
62;0.375;28
62;0.4375;31
62;0.5;35
62;0.5625;39
62;0.625;44
62;0.6875;50
62;0.75;57
62;0.8125;64
62;0.875;73
62;0.9375;79
62;1;85
62;10.625;91
62;1.125;95
62;11.875;99
62;121.875;100
63;0;0
63;0.0625;5
63;0.125;10
63;0.1875;12
63;0.25;16
63;0.3125;19
63;0.375;22
63;0.4375;25
63;0.5;27
63;0.5625;30
63;0.625;32
63;0.6875;35
63;0.75;38
63;0.8125;41
63;0.875;44
63;0.9375;47
63;1;53
63;10.625;60
63;1.125;67
63;11.875;73
63;1.25;80
63;13.125;85
63;1.375;90
63;14.375;95
63;1.5;99
63;203.125;100
64;0;0
64;0.0625;4
64;0.125;7
64;0.1875;10
64;0.25;12
64;0.3125;15
64;0.375;17
64;0.4375;19
64;0.5;22
64;0.5625;24
64;0.625;26
64;0.6875;29
64;0.75;29
64;0.8125;31
64;0.875;33
64;0.9375;35
64;1;37
64;10.625;40
64;1.125;42
64;11.875;45
64;1.25;50
64;13.125;54
64;1.375;60
64;14.375;67
64;1.5;75
64;15.625;81
64;1.625;87
64;16.875;91
64;1.75;94
64;18.125;98
64;1.875;100
65;0;0
65;0.0625;24
65;0.125;40
65;0.1875;56
65;0.25;78
65;0.3125;86
65;0.375;93
65;0.4375;100
66;0;0
66;0.0625;16
66;0.125;26
66;0.1875;33
66;0.25;40
66;0.3125;48
66;0.375;60
66;0.4375;72
66;0.5;83
66;0.5625;93
66;0.625;98
66;0.65625;100
67;0;0
67;0.0625;10
67;0.125;18
67;0.1875;24
67;0.25;30
67;0.3125;35
67;0.375;40
67;0.4375;46
67;0.5;55
67;0.5625;65
67;0.625;75
67;0.6875;81
67;0.75;88
67;0.8125;92
67;0.875;97
67;0.9375;100
68;0;0
68;0.0625;7
68;0.125;11
68;0.1875;16
68;0.25;20
68;0.3125;24
68;0.375;28
68;0.4375;31
68;0.5;35
68;0.5625;39
68;0.625;44
68;0.6875;50
68;0.75;57
68;0.8125;64
68;0.875;73
68;0.9375;79
68;1;85
68;10.625;91
68;1.125;95
68;11.875;99
68;121.875;100
69;0;0
69;0.0625;5
69;0.125;10
69;0.1875;12
69;0.25;16
69;0.3125;19
69;0.375;22
69;0.4375;25
69;0.5;27
69;0.5625;30
69;0.625;32
69;0.6875;35
69;0.75;38
69;0.8125;41
69;0.875;44
69;0.9375;47
69;1;53
69;10.625;60
69;1.125;67
69;11.875;73
69;1.25;80
69;13.125;85
69;1.375;90
69;14.375;95
69;1.5;99
69;203.125;100
70;0;0
70;0.0625;4
70;0.125;7
70;0.1875;10
70;0.25;12
70;0.3125;15
70;0.375;17
70;0.4375;19
70;0.5;22
70;0.5625;24
70;0.625;26
70;0.6875;29
70;0.75;29
70;0.8125;31
70;0.875;33
70;0.9375;35
70;1;37
70;10.625;40
70;1.125;42
70;11.875;45
70;1.25;50
70;13.125;54
70;1.375;60
70;14.375;67
70;1.5;75
70;15.625;81
70;1.625;87
70;16.875;91
70;1.75;94
70;18.125;98
70;1.875;100
71;0;0
71;0.0625;11
71;0.125;22
71;0.1875;32
71;0.25;43
71;0.3125;58
71;0.375;70
71;0.4375;80
71;0.5;88
71;0.5625;95
71;0.625;100
72;0;0
72;0.0625;9
72;0.125;16
72;0.1875;22
72;0.25;28
72;0.3125;33
72;0.375;40
72;0.4375;48
72;0.5;55
72;0.5625;63
72;0.625;70
72;0.6875;78
72;0.75;84
72;0.8125;90
72;0.875;96
72;0.9375;100
73;0;0
73;0.0625;6
73;0.125;12
73;0.1875;16
73;0.25;20
73;0.3125;24
73;0.375;28
73;0.4375;32
73;0.5;35
73;0.5625;39
73;0.625;43
73;0.6875;49
73;0.75;55
73;0.8125;60
73;0.875;67
73;0.9375;73
73;1;79
73;10.625;85
73;1.125;90
73;11.875;95
73;1.25;98
73;128.125;100
74;0;0
74;0.0625;4
74;0.125;9
74;0.1875;12
74;0.25;16
74;0.3125;18
74;0.375;22
74;0.4375;24
74;0.5;26
74;0.5625;29
74;0.625;31
74;0.6875;33
74;0.75;36
74;0.8125;39
74;0.875;44
74;0.9375;48
74;1;53
74;10.625;59
74;1.125;64
74;11.875;70
74;1.25;76
74;13.125;81
74;1.375;86
74;14.375;91
74;1.5;95
74;15.625;100
75;0;0
75;0.0625;3
75;0.125;6
75;0.1875;9
75;0.25;12
75;0.3125;14
75;0.375;16
75;0.4375;18
75;0.5;20
75;0.5625;22
75;0.625;25
75;0.6875;27
75;0.75;29
75;0.8125;31
75;0.875;33
75;0.9375;36
75;1;38
75;10.625;41
75;1.125;45
75;11.875;49
75;1.25;55
75;13.125;59
75;1.375;65
75;14.375;70
75;1.5;75
75;15.625;80
75;1.625;85
75;16.875;89
75;1.75;93
75;18.125;97
75;178.125;100
76;0;0
76;0.0625;2
76;0.125;4
76;0.1875;6
76;0.25;8
76;0.3125;10
76;0.375;12
76;0.4375;14
76;0.5;15
76;0.5625;17
76;0.625;19
76;0.6875;21
76;0.75;22
76;0.8125;24
76;0.875;26
76;0.9375;28
76;1;30
76;10.625;33
76;1.125;37
76;11.875;40
76;1.25;44
76;13.125;48
76;1.375;52
76;14.375;56
76;1.5;59
76;15.625;62
76;1.625;66
76;16.875;69
76;1.75;72
76;18.125;75
76;1.875;79
76;19.375;82
76;2;84
76;20.625;88
76;2.125;90
76;21.875;93
76;2.25;95
76;23.125;98
76;2.375;100
77;0;0
77;0.0625;1
77;0.125;4
77;0.1875;5
77;0.25;6
77;0.3125;8
77;0.375;9
77;0.4375;10
77;0.5;11
77;0.5625;12
77;0.625;13
77;0.6875;15
77;0.75;16
77;0.8125;17
77;0.875;18
77;0.9375;20
77;1;21
77;10.625;23
77;1.125;25
77;11.875;27
77;1.25;29
77;13.125;31
77;1.375;34
77;14.375;36
77;1.5;38
77;15.625;41
77;1.625;43
77;16.875;46
77;1.75;48
77;18.125;51
77;1.875;54
77;19.375;57
77;2;59
77;20.625;62
77;2.125;65
77;21.875;66
77;2.25;70
77;23.125;72
77;2.375;75
77;24.375;77
77;2.5;80
77;25.625;96
78;0;0
78;0.0625;11
78;0.125;22
78;0.1875;32
78;0.25;43
78;0.3125;58
78;0.375;70
78;0.4375;80
78;0.5;88
78;0.5625;95
78;0.625;100
79;0;0
79;0.0625;9
79;0.125;16
79;0.1875;22
79;0.25;28
79;0.3125;33
79;0.375;40
79;0.4375;48
79;0.5;55
79;0.5625;63
79;0.625;70
79;0.6875;78
79;0.75;84
79;0.8125;90
79;0.875;96
79;0.9375;100
80;0;0
80;0.0625;6
80;0.125;12
80;0.1875;16
80;0.25;20
80;0.3125;24
80;0.375;28
80;0.4375;32
80;0.5;35
80;0.5625;39
80;0.625;43
80;0.6875;49
80;0.75;55
80;0.8125;60
80;0.875;67
80;0.9375;73
80;1;79
80;10.625;85
80;1.125;90
80;11.875;95
80;1.25;98
80;128.125;100
81;0;0
81;0.0625;4
81;0.125;9
81;0.1875;12
81;0.25;16
81;0.3125;18
81;0.375;22
81;0.4375;24
81;0.5;26
81;0.5625;29
81;0.625;31
81;0.6875;33
81;0.75;36
81;0.8125;39
81;0.875;44
81;0.9375;48
81;1;53
81;10.625;59
81;1.125;64
81;11.875;70
81;1.25;76
81;13.125;81
81;1.375;86
81;14.375;91
81;1.5;95
81;15.625;100
82;0;0
82;0.0625;3
82;0.125;6
82;0.1875;9
82;0.25;12
82;0.3125;14
82;0.375;16
82;0.4375;18
82;0.5;20
82;0.5625;22
82;0.625;25
82;0.6875;27
82;0.75;29
82;0.8125;31
82;0.875;33
82;0.9375;36
82;1;38
82;10.625;41
82;1.125;45
82;11.875;49
82;1.25;55
82;13.125;59
82;1.375;65
82;14.375;70
82;1.5;75
82;15.625;80
82;1.625;85
82;16.875;89
82;1.75;93
82;18.125;97
82;178.125;100
83;0;0
83;0.0625;2
83;0.125;4
83;0.1875;6
83;0.25;8
83;0.3125;10
83;0.375;12
83;0.4375;14
83;0.5;15
83;0.5625;17
83;0.625;19
83;0.6875;21
83;0.75;22
83;0.8125;24
83;0.875;26
83;0.9375;28
83;1;30
83;10.625;33
83;1.125;37
83;11.875;40
83;1.25;44
83;13.125;48
83;1.375;52
83;14.375;56
83;1.5;59
83;15.625;62
83;1.625;66
83;16.875;69
83;1.75;72
83;18.125;75
83;1.875;79
83;19.375;82
83;2;84
83;20.625;88
83;2.125;90
83;21.875;93
83;2.25;95
83;23.125;98
83;2.375;100
84;0;0
84;0.0625;1
84;0.125;4
84;0.1875;5
84;0.25;6
84;0.3125;8
84;0.375;9
84;0.4375;10
84;0.5;11
84;0.5625;12
84;0.625;13
84;0.6875;15
84;0.75;16
84;0.8125;17
84;0.875;18
84;0.9375;20
84;1;21
84;10.625;23
84;1.125;25
84;11.875;27
84;1.25;29
84;13.125;31
84;1.375;34
84;14.375;36
84;1.5;38
84;15.625;41
84;1.625;43
84;16.875;46
84;1.75;48
84;18.125;51
84;1.875;54
84;19.375;57
84;2;59
84;20.625;62
84;2.125;65
84;21.875;66
84;2.25;70
84;23.125;72
84;2.375;75
84;24.375;77
84;2.5;80
84;25.625;96
85;0;0
85;0.0625;11
85;0.125;22
85;0.1875;32
85;0.25;43
85;0.3125;58
85;0.375;70
85;0.4375;80
85;0.5;88
85;0.5625;95
85;0.625;100
86;0;0
86;0.0625;9
86;0.125;16
86;0.1875;22
86;0.25;28
86;0.3125;33
86;0.375;40
86;0.4375;48
86;0.5;55
86;0.5625;63
86;0.625;70
86;0.6875;78
86;0.75;84
86;0.8125;90
86;0.875;96
86;0.9375;100
87;0;0
87;0.0625;6
87;0.125;12
87;0.1875;16
87;0.25;20
87;0.3125;24
87;0.375;28
87;0.4375;32
87;0.5;35
87;0.5625;39
87;0.625;43
87;0.6875;49
87;0.75;55
87;0.8125;60
87;0.875;67
87;0.9375;73
87;1;79
87;10.625;85
87;1.125;90
87;11.875;95
87;1.25;98
87;128.125;100
88;0;0
88;0.0625;4
88;0.125;9
88;0.1875;12
88;0.25;16
88;0.3125;18
88;0.375;22
88;0.4375;24
88;0.5;26
88;0.5625;29
88;0.625;31
88;0.6875;33
88;0.75;36
88;0.8125;39
88;0.875;44
88;0.9375;48
88;1;53
88;10.625;59
88;1.125;64
88;11.875;70
88;1.25;76
88;13.125;81
88;1.375;86
88;14.375;91
88;1.5;95
88;15.625;100
89;0;0
89;0.0625;3
89;0.125;6
89;0.1875;9
89;0.25;12
89;0.3125;14
89;0.375;16
89;0.4375;18
89;0.5;20
89;0.5625;22
89;0.625;25
89;0.6875;27
89;0.75;29
89;0.8125;31
89;0.875;33
89;0.9375;36
89;1;38
89;10.625;41
89;1.125;45
89;11.875;49
89;1.25;55
89;13.125;59
89;1.375;65
89;14.375;70
89;1.5;75
89;15.625;80
89;1.625;85
89;16.875;89
89;1.75;93
89;18.125;97
89;178.125;100
90;0;0
90;0.0625;2
90;0.125;4
90;0.1875;6
90;0.25;8
90;0.3125;10
90;0.375;12
90;0.4375;14
90;0.5;15
90;0.5625;17
90;0.625;19
90;0.6875;21
90;0.75;22
90;0.8125;24
90;0.875;26
90;0.9375;28
90;1;30
90;10.625;33
90;1.125;37
90;11.875;40
90;1.25;44
90;13.125;48
90;1.375;52
90;14.375;56
90;1.5;59
90;15.625;62
90;1.625;66
90;16.875;69
90;1.75;72
90;18.125;75
90;1.875;79
90;19.375;82
90;2;84
90;20.625;88
90;2.125;90
90;21.875;93
90;2.25;95
90;23.125;98
90;2.375;100
91;0;0
91;0.0625;1
91;0.125;4
91;0.1875;5
91;0.25;6
91;0.3125;8
91;0.375;9
91;0.4375;10
91;0.5;11
91;0.5625;12
91;0.625;13
91;0.6875;15
91;0.75;16
91;0.8125;17
91;0.875;18
91;0.9375;20
91;1;21
91;10.625;23
91;1.125;25
91;11.875;27
91;1.25;29
91;13.125;31
91;1.375;34
91;14.375;36
91;1.5;38
91;15.625;41
91;1.625;43
91;16.875;46
91;1.75;48
91;18.125;51
91;1.875;54
91;19.375;57
91;2;59
91;20.625;62
91;2.125;65
91;21.875;66
91;2.25;70
91;23.125;72
91;2.375;75
91;24.375;77
91;2.5;80
91;25.625;96
92;0;0
92;0.0625;12
92;0.125;24
92;0.1875;32
92;0.25;40
92;0.3125;50
92;0.375;58
92;0.4375;66
92;0.5;75
92;0.5625;82
92;0.625;87
92;0.6875;93
92;0.75;98
92;0.8125;100
93;0;0
93;0.0625;11
93;0.125;17
93;0.1875;24
93;0.25;30
93;0.3125;37
93;0.375;43
93;0.4375;50
93;0.5;58
93;0.5625;64
93;0.625;70
93;0.6875;77
93;0.75;83
93;0.8125;88
93;0.875;93
93;0.9375;96
93;1;99
93;103.125;100
94;0;0
94;0.125;13
94;0.25;22
94;0.375;32
94;0.5;41
94;0.625;52
94;0.75;65
94;0.875;76
94;1;86
94;1.125;95
94;11.875;100
95;0;0
95;0.125;11
95;0.25;18
95;0.375;24
95;0.5;30
95;0.625;37
95;0.75;44
95;0.875;50
95;1;59
95;1.125;71
95;1.25;81
95;1.375;90
95;1.5;98
95;153.125;100
96;0;0
96;0.125;10
96;0.25;15
96;0.375;20
96;0.5;25
96;0.625;29
96;0.75;34
96;0.875;37
96;1;43
96;1.125;47
96;1.25;56
96;1.375;64
96;1.5;76
96;1.625;86
96;1.75;94
96;1.875;100
97;0;0
97;0.125;8
97;0.25;13
97;0.375;17
97;0.5;20
97;0.625;24
97;0.75;27
97;0.875;29
97;1;32
97;1.125;35
97;1.25;40
97;1.375;46
97;1.5;54
97;1.625;63
97;1.75;72
97;1.875;79
97;2;87
97;2.125;95
97;2.25;100
98;0;0
98;0.25;7
98;0.5;12
98;0.75;17
98;1;22
98;1.25;28
98;1.5;36
98;1.75;45
98;2;56
98;2.25;68
98;2.5;78
98;2.75;85
98;3;90
98;3.25;95
98;3.5;98
98;35.625;100
99;0;0
99;0.25;4
99;0.5;9
